Stage,Writing,Audio_Name,English,Japanese,sentence
5,41_Music and Its Influence on Learning（1）,sentence_5_41_05,"According to a nationwide survey, male students often prefer energetic genres such as rock, hip-hop, and electronic dance music, while female students tend to choose softer styles like pop ballads, classical, or acoustic folk.",全国調査によると、男子学生はロック、ヒップホップ、エレクトロニックダンスなどのエネルギッシュなジャンルを好み、女子学生はポップバラード、クラシック、アコースティックフォークなどの穏やかなスタイルを選ぶ傾向がある。,5
5,41_Music and Its Influence on Learning（1）,sentence_5_41_06,"Music is also tied to the use of digital devices, and young people’s interaction with streaming services and music apps may influence future career interests in sound engineering and media production, notes education professor Laura Mitchell of Ohio State University.",音楽はデジタル機器の利用とも結びついており、ストリーミングサービスや音楽アプリとの関わりが、将来の音響工学やメディア制作への関心に影響を与える可能性があると、オハイオ州立大学の教育学教授ローラ・ミッチェルは指摘している。,6
5,42_Music and Its Influence on Learning（2）,sentence_5_42_00,"　“It seems that exposure to technology through music apps creates more opportunities for young people to develop technical skills,” says Mitchell. “If girls gain early access to these technologies, their interest may extend into professional fields related to audio design and digital communication.” If women play a greater role in music technology, they may produce tools that encourage collaboration and creativity rather than distraction.
　Music streaming platforms are now used in more than 85% of households with teenagers in the United States; they generated $4 billion in 2015 and more than $10 billion by 2020. “All signs suggest that the industry will continue expanding at a steady pace,” Mitchell explains. “The new challenge is to design music-based tools for classrooms that encourage students to engage more deeply with learning through rhythm, melody, and digital interaction.” Until then, researchers emphasize the need for greater awareness of both the positive and negative effects of music on students’ performance.","　「音楽アプリを通じて技術に触れることが、若者に技術的スキルを育む機会を与えているようだ」とミッチェルは言う。「女子がこれらの技術に早くからアクセスすれば、その関心は音響デザインやデジタルコミュニケーションに関連する専門分野にまで広がる可能性が高い。」女性が音楽技術分野でより大きな役割を果たすようになれば、気を散らすのではなく、協力や創造性を促進するツールを生み出すかもしれない。
　現在、米国の10代を持つ家庭の85%以上で音楽ストリーミングプラットフォームが利用されており、その収益は2015年に40億ドル、2020年には100億ドルを超えた。「すべての兆候は、この産業が今後も着実に拡大を続けることを示している」とミッチェルは説明する。「新たな課題は、リズムやメロディー、デジタルな相互作用を通じて、生徒がより深く学習に関わることを促す音楽ベースの教育ツールを設計することだ。」それまでは、音楽が生徒の成績に与える肯定的および否定的な影響について、より大きな認識が必要であると研究者たちは強調している。",0
5,42_Music and Its Influence on Learning（2）,sentence_5_42_01,"“It seems that exposure to technology through music apps creates more opportunities for young people to develop technical skills,” says Mitchell.",「音楽アプリを通じて技術に触れることが、若者に技術的スキルを育む機会を与えているようだ」とミッチェルは言う。,1
5,42_Music and Its Influence on Learning（2）,sentence_5_42_02,"“If girls gain early access to these technologies, their interest may extend into professional fields related to audio design and digital communication.”",「女子がこれらの技術に早くからアクセスすれば、その関心は音響デザインやデジタルコミュニケーションに関連する専門分野にまで広がる可能性が高い。」,2
5,42_Music and Its Influence on Learning（2）,sentence_5_42_03,"If women play a greater role in music technology, they may produce tools that encourage collaboration and creativity rather than distraction.",女性が音楽技術分野でより大きな役割を果たすようになれば、気を散らすのではなく、協力や創造性を促進するツールを生み出すかもしれない。,3
5,42_Music and Its Influence on Learning（2）,sentence_5_42_04,Music streaming platforms are now used in more than 85% of households with teenagers in the United States; they generated $4 billion in 2015 and more than $10 billion by 2020.,現在、米国の10代を持つ家庭の85%以上で音楽ストリーミングプラットフォームが利用されており、その収益は2015年に40億ドル、2020年には100億ドルを超えた。,4
5,42_Music and Its Influence on Learning（2）,sentence_5_42_05,"“All signs suggest that the industry will continue expanding at a steady pace,” Mitchell explains.",「すべての兆候は、この産業が今後も着実に拡大を続けることを示している」とミッチェルは説明する。,5
5,42_Music and Its Influence on Learning（2）,sentence_5_42_06,"“The new challenge is to design music-based tools for classrooms that encourage students to engage more deeply with learning through rhythm, melody, and digital interaction.”",「新たな課題は、リズムやメロディー、デジタルな相互作用を通じて、生徒がより深く学習に関わることを促す音楽ベースの教育ツールを設計することだ。」,6
5,42_Music and Its Influence on Learning（2）,sentence_5_42_07,"Until then, researchers emphasize the need for greater awareness of both the positive and negative effects of music on students’ performance.",それまでは、音楽が生徒の成績に与える肯定的および否定的な影響について、より大きな認識が必要であると研究者たちは強調している。,7
5,43_The Misuse of Statistics（1）,sentence_5_43_00,"　Beware of those who use numbers in misleading ways to persuade you. Statistics can be powerful tools for understanding reality, but when they are presented without proper context, they can easily create a false impression. People who manipulate statistics often rely on the fact that many listeners will not ask deeper questions about where the numbers came from or what they really mean.
　For instance, imagine a company that announces, ""Our sales increased by 100% last year!"" That sounds like an amazing achievement, right? But later you discover that the company sold only ten products the year before, and twenty the following year. The statement was technically true, but without context it gave the impression of a massive success. In reality, the growth was very small compared to other businesses.","　数字を誤解させる方法で使って人を説得しようとする人には注意しなければならない。統計は現実を理解するための強力な道具であるが、正しい文脈なしに提示されると、簡単に誤った印象を生み出してしまう。統計を操作する人々は、多くの人が数字の出どころや本当の意味を深く問わないことに頼っている。
　例えば、ある会社が「昨年、売上が100％増加しました！」と発表したとしよう。それは驚くべき成果のように聞こえる。しかし後で、その会社が一昨年は10個しか商品を売らず、翌年は20個売っただけだと分かる。この発言は技術的には真実だが、文脈なしでは大成功の印象を与える。実際には、他の企業と比べれば成長はごく小さいものだった。",0
5,43_The Misuse of Statistics（1）,sentence_5_43_01,Beware of those who use numbers in misleading ways to persuade you.,数字を誤解させる方法で使って人を説得しようとする人には注意しなければならない。,1
5,43_The Misuse of Statistics（1）,sentence_5_43_02,"Statistics can be powerful tools for understanding reality, but when they are presented without proper context, they can easily create a false impression.",統計は現実を理解するための強力な道具であるが、正しい文脈なしに提示されると、簡単に誤った印象を生み出してしまう。,2
5,43_The Misuse of Statistics（1）,sentence_5_43_03,People who manipulate statistics often rely on the fact that many listeners will not ask deeper questions about where the numbers came from or what they really mean.,統計を操作する人々は、多くの人が数字の出どころや本当の意味を深く問わないことに頼っている。,3
5,43_The Misuse of Statistics（1）,sentence_5_43_04,"For instance, imagine a company that announces, ""Our sales increased by 100% last year!""",例えば、ある会社が「昨年、売上が100％増加しました！」と発表したとしよう。,4
5,43_The Misuse of Statistics（1）,sentence_5_43_05,"That sounds like an amazing achievement, right?",それは驚くべき成果のように聞こえる。,5
5,43_The Misuse of Statistics（1）,sentence_5_43_06,"But later you discover that the company sold only ten products the year before, and twenty the following year.",しかし後で、その会社が一昨年は10個しか商品を売らず、翌年は20個売っただけだと分かる。,6
5,43_The Misuse of Statistics（1）,sentence_5_43_07,"The statement was technically true, but without context it gave the impression of a massive success.",この発言は技術的には真実だが、文脈なしでは大成功の印象を与える。,7
5,43_The Misuse of Statistics（1）,sentence_5_43_08,"In reality, the growth was very small compared to other businesses.",実際には、他の企業と比べれば成長はごく小さいものだった。,8
5,44_The Misuse of Statistics（2）,sentence_5_44_00,"　Politicians also sometimes misuse statistics to gain support. Suppose a mayor says, ""Crime in our city has dropped by 50% during my term."" At first, that sounds impressive. However, if you later learn that the city changed the way crimes were recorded, you realize that the decrease did not mean fewer crimes, only different counting. The numbers were not lies, but they were used in a way that created a deceptive message.
　Advertising is another area where statistics are often abused. A food company may claim, ""Nine out of ten people prefer our brand of cereal."" What they don’t tell you is that only ten people participated in the survey, and nine of them were employees of the company. While the statement is factually correct, it is designed to mislead customers into believing the product is more popular than it really is.","　政治家も支持を得るために統計を誤用することがある。ある市長が「私の任期中にこの都市の犯罪は50％減少した」と言ったとしよう。最初は立派に聞こえる。しかし後になって、その都市が犯罪の記録方法を変えただけだと知れば、減少は犯罪が少なくなったことを意味しないと分かる。数字は嘘ではなかったが、誤解を与えるために使われていたのだ。
　広告もまた統計が乱用される分野の一つである。ある食品会社は「10人中9人が当社のシリアルを好む」と主張するかもしれない。だが実際には調査に参加したのはたった10人で、そのうち9人は会社の従業員だった。この発言は事実に基づいているが、商品が実際以上に人気があるように見せかけるために作られている。
",0
5,44_The Misuse of Statistics（2）,sentence_5_44_01,Politicians also sometimes misuse statistics to gain support.,政治家も支持を得るために統計を誤用することがある。,1
5,44_The Misuse of Statistics（2）,sentence_5_44_02,"Suppose a mayor says, ""Crime in our city has dropped by 50% during my term.""",ある市長が「私の任期中にこの都市の犯罪は50％減少した」と言ったとしよう。,2
5,44_The Misuse of Statistics（2）,sentence_5_44_03,"At first, that sounds impressive.",最初は立派に聞こえる。,3
5,44_The Misuse of Statistics（2）,sentence_5_44_04,"However, if you later learn that the city changed the way crimes were recorded, you realize that the decrease did not mean fewer crimes, only different counting.",しかし後になって、その都市が犯罪の記録方法を変えただけだと知れば、減少は犯罪が少なくなったことを意味しないと分かる。,4
5,44_The Misuse of Statistics（2）,sentence_5_44_05,"The numbers were not lies, but they were used in a way that created a deceptive message.",数字は嘘ではなかったが、誤解を与えるために使われていたのだ。,5
5,44_The Misuse of Statistics（2）,sentence_5_44_06,Advertising is another area where statistics are often abused.,広告もまた統計が乱用される分野の一つである。,6
5,44_The Misuse of Statistics（2）,sentence_5_44_07,"A food company may claim, ""Nine out of ten people prefer our brand of cereal.""",ある食品会社は「10人中9人が当社のシリアルを好む」と主張するかもしれない。,7
5,44_The Misuse of Statistics（2）,sentence_5_44_08,"What they don’t tell you is that only ten people participated in the survey, and nine of them were employees of the company.",だが実際には調査に参加したのはたった10人で、そのうち9人は会社の従業員だった。,8
5,44_The Misuse of Statistics（2）,sentence_5_44_09,"While the statement is factually correct, it is designed to mislead customers into believing the product is more popular than it really is.",この発言は事実に基づいているが、商品が実際以上に人気があるように見せかけるために作られている。,9
5,45_The Rise of Online Learning,sentence_5_45_00,"　Have you ever thought about how education has changed with technology? In the past, most students could only study in classrooms, with teachers and textbooks. Today, ""online learners"" can take courses on the internet, while ""traditional learners"" still prefer classrooms. Online learners may enjoy freedom and flexibility, studying at their own pace.
　However, this approach is not perfect. Some students may struggle with motivation or feel isolated without classmates. Traditional learners, on the other hand, benefit from direct contact with teachers and friends. This method can help them stay motivated, but it often requires fixed schedules. We should understand the strengths and weaknesses of both online and traditional learning. Such awareness can help students choose the style that suits them best.","　テクノロジーによって教育がどのように変わったか考えたことはありますか？かつて、多くの学生は教室で教師や教科書とともに学ぶしかありませんでした。今日では、「オンライン学習者」はインターネットで授業を受けることができ、一方で「伝統的な学習者」は依然として教室を好みます。オンライン学習者は、自分のペースで学べる自由と柔軟さを楽しめます。
　しかし、この方法は完璧ではありません。クラスメートがいないために、やる気を失ったり孤立を感じたりする学生もいます。一方で、伝統的な学習者は教師や友人との直接的なつながりから利益を得ます。この方法はやる気を維持する助けになりますが、多くの場合、決まった時間割に従う必要があります。私たちは、オンライン学習と伝統的学習の長所と短所を理解するべきです。このような認識は、学生が自分に最も合った学習スタイルを選ぶ助けとなります。",0
5,45_The Rise of Online Learning,sentence_5_45_01,Have you ever thought about how education has changed with technology?,テクノロジーによって教育がどのように変わったか考えたことはありますか？,1
5,45_The Rise of Online Learning,sentence_5_45_02,"In the past, most students could only study in classrooms, with teachers and textbooks.",かつて、多くの学生は教室で教師や教科書とともに学ぶしかありませんでした。,2
5,45_The Rise of Online Learning,sentence_5_45_03,"Today, ""online learners"" can take courses on the internet, while ""traditional learners"" still prefer classrooms.",今日では、「オンライン学習者」はインターネットで授業を受けることができ、一方で「伝統的な学習者」は依然として教室を好みます。,3
5,45_The Rise of Online Learning,sentence_5_45_04,"Online learners may enjoy freedom and flexibility, studying at their own pace.",オンライン学習者は、自分のペースで学べる自由と柔軟さを楽しめます。,4
5,45_The Rise of Online Learning,sentence_5_45_05,"However, this approach is not perfect.",しかし、この方法は完璧ではありません。,5
5,45_The Rise of Online Learning,sentence_5_45_06,Some students may struggle with motivation or feel isolated without classmates.,クラスメートがいないために、やる気を失ったり孤立を感じたりする学生もいます。,6
5,45_The Rise of Online Learning,sentence_5_45_07,"Traditional learners, on the other hand, benefit from direct contact with teachers and friends.",一方で、伝統的な学習者は教師や友人との直接的なつながりから利益を得ます。,7
5,45_The Rise of Online Learning,sentence_5_45_08,"This method can help them stay motivated, but it often requires fixed schedules.",この方法はやる気を維持する助けになりますが、多くの場合、決まった時間割に従う必要があります。,8
5,45_The Rise of Online Learning,sentence_5_45_09,We should understand the strengths and weaknesses of both online and traditional learning.,私たちは、オンライン学習と伝統的学習の長所と短所を理解するべきです。,9
5,45_The Rise of Online Learning,sentence_5_45_10,Such awareness can help students choose the style that suits them best.,このような認識は、学生が自分に最も合った学習スタイルを選ぶ助けとなります。,10
5,46_The Future of Human Work（1）,sentence_5_46_00,"　In the late 20th century, many experts worried that computers would replace human labor on a massive scale. Factories began to adopt industrial robots, and offices increasingly relied on software to perform tasks that once required large numbers of clerks. Yet, as in earlier periods of technological change, the disappearance of some jobs was balanced by the appearance of new ones. For example, the rise of personal computers created demand for programmers, network engineers, and IT support specialists. This pattern suggests that technology often changes the nature of work rather than eliminates it completely.
　In recent years, artificial intelligence has intensified these debates. AI can already write simple articles, recognize faces, and recommend products with remarkable accuracy. Self-driving cars, though not yet fully common, represent another step toward replacing certain forms of human labor. Some researchers argue that machines will soon rival humans in many areas, raising fears about widespread unemployment. Others, however, point out that human creativity, empathy, and judgment remain very difficult to automate.","　20世紀後半、多くの専門家はコンピュータが大規模に人間の労働を置き換えるのではないかと心配した。工場では産業用ロボットが導入され始め、事務所ではかつて多くの事務員を必要とした作業をソフトウェアに依存するようになった。しかし、以前の技術革新の時代と同じように、いくつかの仕事が消える一方で、新しい仕事が生まれてその均衡が保たれた。たとえば、パソコンの普及はプログラマーやネットワークエンジニア、ITサポートの専門家への需要を生み出した。このことは、技術は仕事を完全に消すのではなく、その性質を変えることが多いことを示している。
　近年、人工知能はこうした議論をさらに激化させている。AIはすでに簡単な記事を書いたり、顔を認識したり、驚くほどの精度で商品を推薦したりすることができる。自動運転車はまだ広く普及していないが、人間の労働の一部を置き換えるもう一つの段階を示している。一部の研究者は、機械がまもなく多くの分野で人間に匹敵すると主張しており、広範な失業への恐れを引き起こしている。しかし一方で、人間の創造性や共感、判断力は自動化することが非常に難しいと指摘する人もいる。",0
5,46_The Future of Human Work（1）,sentence_5_46_01,"In the late 20th century, many experts worried that computers would replace human labor on a massive scale.",20世紀後半、多くの専門家はコンピュータが大規模に人間の労働を置き換えるのではないかと心配した。,1
5,46_The Future of Human Work（1）,sentence_5_46_02,"Factories began to adopt industrial robots, and offices increasingly relied on software to perform tasks that once required large numbers of clerks.",工場では産業用ロボットが導入され始め、事務所ではかつて多くの事務員を必要とした作業をソフトウェアに依存するようになった。,2
5,46_The Future of Human Work（1）,sentence_5_46_03,"Yet, as in earlier periods of technological change, the disappearance of some jobs was balanced by the appearance of new ones.",しかし、以前の技術革新の時代と同じように、いくつかの仕事が消える一方で、新しい仕事が生まれてその均衡が保たれた。,3
5,46_The Future of Human Work（1）,sentence_5_46_04,"For example, the rise of personal computers created demand for programmers, network engineers, and IT support specialists.",たとえば、パソコンの普及はプログラマーやネットワークエンジニア、ITサポートの専門家への需要を生み出した。,4
5,46_The Future of Human Work（1）,sentence_5_46_05,This pattern suggests that technology often changes the nature of work rather than eliminates it completely.,このことは、技術は仕事を完全に消すのではなく、その性質を変えることが多いことを示している。,5
5,46_The Future of Human Work（1）,sentence_5_46_06,"In recent years, artificial intelligence has intensified these debates.",近年、人工知能はこうした議論をさらに激化させている。,6
5,46_The Future of Human Work（1）,sentence_5_46_07,"AI can already write simple articles, recognize faces, and recommend products with remarkable accuracy.",AIはすでに簡単な記事を書いたり、顔を認識したり、驚くほどの精度で商品を推薦したりすることができる。,7
5,46_The Future of Human Work（1）,sentence_5_46_08,"Self-driving cars, though not yet fully common, represent another step toward replacing certain forms of human labor.",自動運転車はまだ広く普及していないが、人間の労働の一部を置き換えるもう一つの段階を示している。,8
5,46_The Future of Human Work（1）,sentence_5_46_09,"Some researchers argue that machines will soon rival humans in many areas, raising fears about widespread unemployment.",一部の研究者は、機械がまもなく多くの分野で人間に匹敵すると主張しており、広範な失業への恐れを引き起こしている。,9
5,46_The Future of Human Work（1）,sentence_5_46_10,"Others, however, point out that human creativity, empathy, and judgment remain very difficult to automate.",しかし一方で、人間の創造性や共感、判断力は自動化することが非常に難しいと指摘する人もいる。,10
5,47_The Future of Human Work（2）,sentence_5_47_00,"　At the same time, history shows that people often value human presence in economic activities. Concerts, museums, and sporting events continue to attract large audiences not only because of the content but also because of the shared social experience. In the service industry, many customers prefer direct contact with staff, appreciating the warmth of human hospitality. Even in highly automated systems, such as online shopping, customer service agents play a key role in building trust. These examples indicate that demand for human interaction is unlikely to disappear.
　Looking forward, the challenge is to adapt to the rapid pace of technological progress. Governments and schools will need to provide opportunities for workers to reskill and learn new abilities. Employers will also need to recognize the importance of human qualities that machines cannot easily replicate. Rather than viewing automation as a threat, society may come to see it as a tool that frees people from routine labor. In this way, the future of human work will likely be shaped by a balance between efficiency and human connection.","　同時に、歴史は人々が経済活動における人間の存在を重視することを示している。コンサートや博物館、スポーツイベントが大勢の観客を集め続けるのは、その内容だけでなく、社会的な経験を共有できるからでもある。サービス業では、多くの顧客がスタッフとの直接的なやり取りを好み、人間的なおもてなしの温かさを評価する。オンラインショッピングのような高度に自動化された仕組みにおいても、顧客対応の担当者は信頼を築く上で重要な役割を果たしている。これらの例は、人間同士の交流に対する需要が消えることはないだろうと示している。
　将来を見据えると、課題は技術の急速な進歩に適応することである。政府や学校は、労働者が技能を再習得し、新しい能力を学ぶ機会を提供する必要がある。雇用主もまた、機械が簡単には再現できない人間の特性の重要性を認識する必要がある。自動化を脅威とみなすのではなく、人々を単調な労働から解放する手段として社会はそれを捉えるようになるかもしれない。このようにして、人間の仕事の未来は効率と人間的なつながりとのバランスによって形作られる可能性が高い。",0
5,47_The Future of Human Work（2）,sentence_5_47_01,"At the same time, history shows that people often value human presence in economic activities.",同時に、歴史は人々が経済活動における人間の存在を重視することを示している。,1
5,47_The Future of Human Work（2）,sentence_5_47_02,"Concerts, museums, and sporting events continue to attract large audiences not only because of the content but also because of the shared social experience.",コンサートや博物館、スポーツイベントが大勢の観客を集め続けるのは、その内容だけでなく、社会的な経験を共有できるからでもある。,2
5,47_The Future of Human Work（2）,sentence_5_47_03,"In the service industry, many customers prefer direct contact with staff, appreciating the warmth of human hospitality.",サービス業では、多くの顧客がスタッフとの直接的なやり取りを好み、人間的なおもてなしの温かさを評価する。,3
5,47_The Future of Human Work（2）,sentence_5_47_04,"Even in highly automated systems, such as online shopping, customer service agents play a key role in building trust.",オンラインショッピングのような高度に自動化された仕組みにおいても、顧客対応の担当者は信頼を築く上で重要な役割を果たしている。,4
5,47_The Future of Human Work（2）,sentence_5_47_05,These examples indicate that demand for human interaction is unlikely to disappear.,これらの例は、人間同士の交流に対する需要が消えることはないだろうと示している。,5
5,47_The Future of Human Work（2）,sentence_5_47_06,"Looking forward, the challenge is to adapt to the rapid pace of technological progress.",将来を見据えると、課題は技術の急速な進歩に適応することである。,6
5,47_The Future of Human Work（2）,sentence_5_47_07,Governments and schools will need to provide opportunities for workers to reskill and learn new abilities.,政府や学校は、労働者が技能を再習得し、新しい能力を学ぶ機会を提供する必要がある。,7
5,47_The Future of Human Work（2）,sentence_5_47_08,Employers will also need to recognize the importance of human qualities that machines cannot easily replicate.,雇用主もまた、機械が簡単には再現できない人間の特性の重要性を認識する必要がある。,8
5,47_The Future of Human Work（2）,sentence_5_47_09,"Rather than viewing automation as a threat, society may come to see it as a tool that frees people from routine labor.",自動化を脅威とみなすのではなく、人々を単調な労働から解放する手段として社会はそれを捉えるようになるかもしれない。,9
5,47_The Future of Human Work（2）,sentence_5_47_10,"In this way, the future of human work will likely be shaped by a balance between efficiency and human connection.",このようにして、人間の仕事の未来は効率と人間的なつながりとのバランスによって形作られる可能性が高い。,10
5,48_The Power of Imitation（1）,sentence_5_48_00,"　You are walking through a crowded street market filled with sounds and smells from every direction. Suddenly, you notice a long line of people waiting in front of a small food stall that you had not paid attention to before. Although you were not planning to eat, curiosity makes you stop and think about joining the line, simply because so many others are doing it. Why? Imitation. At a sports game, one enthusiastic fan begins to clap and cheer loudly, and within seconds the entire stadium responds with the same excitement. You find yourself cheering as well, even though you had not intended to. Why? Imitation. Later in the day, at a supermarket, you notice several shoppers placing reusable bags into their carts. You suddenly feel that you, too, should buy one, even if you had never considered it before. Why? Imitation.",　あなたは、あらゆる方向から音や匂いがあふれる混雑した市場を歩いています。すると突然、今まで気にも留めなかった小さな屋台の前に、長い行列ができていることに気づきます。食べるつもりはなかったのに、多くの人が並んでいるというだけで、立ち止まり、列に加わろうかと考えてしまいます。なぜでしょう？　模倣です。スポーツの試合で、一人の熱狂的な観客が大きな声で拍手や歓声をあげると、数秒後にはスタジアム全体が同じ興奮で応えます。あなたも、もともとそのつもりはなかったのに、つい一緒に声をあげてしまいます。なぜでしょう？　模倣です。その日の後、スーパーで数人の買い物客がマイバッグをカートに入れるのを目にします。すると、今まで考えたこともなかったのに、自分も買うべきだと急に感じてしまいます。なぜでしょう？　模倣です。,0
5,48_The Power of Imitation（1）,sentence_5_48_01,You are walking through a crowded street market filled with sounds and smells from every direction.,あなたは、あらゆる方向から音や匂いがあふれる混雑した市場を歩いています。,1
5,48_The Power of Imitation（1）,sentence_5_48_02,"Suddenly, you notice a long line of people waiting in front of a small food stall that you had not paid attention to before.",すると突然、今まで気にも留めなかった小さな屋台の前に、長い行列ができていることに気づきます。,2
5,48_The Power of Imitation（1）,sentence_5_48_03,"Although you were not planning to eat, curiosity makes you stop and think about joining the line, simply because so many others are doing it. Why? Imitation.",食べるつもりはなかったのに、多くの人が並んでいるというだけで、立ち止まり、列に加わろうかと考えてしまいます。なぜでしょう？　模倣です。,3
5,48_The Power of Imitation（1）,sentence_5_48_04,"At a sports game, one enthusiastic fan begins to clap and cheer loudly, and within seconds the entire stadium responds with the same excitement.",スポーツの試合で、一人の熱狂的な観客が大きな声で拍手や歓声をあげると、数秒後にはスタジアム全体が同じ興奮で応えます。,4
5,48_The Power of Imitation（1）,sentence_5_48_05,"You find yourself cheering as well, even though you had not intended to. Why? Imitation.",あなたも、もともとそのつもりはなかったのに、つい一緒に声をあげてしまいます。なぜでしょう？　模倣です。,5
5,48_The Power of Imitation（1）,sentence_5_48_06,"Later in the day, at a supermarket, you notice several shoppers placing reusable bags into their carts.",その日の後、スーパーで数人の買い物客がマイバッグをカートに入れるのを目にします。,6
5,48_The Power of Imitation（1）,sentence_5_48_07,"You suddenly feel that you, too, should buy one, even if you had never considered it before. Why? Imitation.",すると、今まで考えたこともなかったのに、自分も買うべきだと急に感じてしまいます。なぜでしょう？　模倣です。,7
5,49_The Power of Imitation（2）,sentence_5_49_00,"　Imitation, closely connected to the process of social learning, plays a powerful role in how humans judge what is correct, acceptable, or useful. When a large number of people support an idea or behave in a particular way, others are more likely to see that action as logical or valuable. The greater the number of individuals acting in the same way, the stronger the influence becomes on those observing them. This tendency explains why fashion trends spread so rapidly, why investment bubbles and sudden crashes occur in financial markets, and why online videos can gain millions of views in only a few hours.
　Psychologists emphasize, however, that simply following the majority is not always wise, because it can prevent people from making independent decisions based on evidence or reason. In other words, imitation can guide our choices in helpful directions, but it can also lead entire groups into serious mistakes when no one dares to question the crowd.","　模倣は、社会的学習の過程と深く結びついており、人間が何を正しい、受け入れられる、または有用だと判断するかに強い影響を与えます。多くの人々がある考えを支持したり、特定の行動をとったりすると、他の人々はその行動をより合理的で価値のあるものと見なしやすくなります。同じ行動をとる人が多ければ多いほど、それを見ている人への影響力は強くなります。この傾向は、ファッショントレンドが急速に広まる理由や、金融市場で投資バブルや突然の暴落が起こる理由、さらにはオンライン動画が数時間で何百万回も再生される理由を説明しています。
　しかし心理学者たちは、ただ多数派に従うことが常に賢明とは限らないと強調しています。なぜなら、それは人々が証拠や理性に基づいた独立した判断を下すことを妨げる可能性があるからです。言い換えれば、模倣は私たちの選択を有益な方向へ導くこともありますが、誰も群衆に疑問を投げかけないとき、集団全体を深刻な誤りへと導くこともあるのです。",0
5,49_The Power of Imitation（2）,sentence_5_49_01,"Imitation, closely connected to the process of social learning, plays a powerful role in how humans judge what is correct, acceptable, or useful.",模倣は、社会的学習の過程と深く結びついており、人間が何を正しい、受け入れられる、または有用だと判断するかに強い影響を与えます。,1
5,49_The Power of Imitation（2）,sentence_5_49_02,"When a large number of people support an idea or behave in a particular way, others are more likely to see that action as logical or valuable.",多くの人々がある考えを支持したり、特定の行動をとったりすると、他の人々はその行動をより合理的で価値のあるものと見なしやすくなります。,2
5,49_The Power of Imitation（2）,sentence_5_49_03,"The greater the number of individuals acting in the same way, the stronger the influence becomes on those observing them.",同じ行動をとる人が多ければ多いほど、それを見ている人への影響力は強くなります。,3
5,49_The Power of Imitation（2）,sentence_5_49_04,"This tendency explains why fashion trends spread so rapidly, why investment bubbles and sudden crashes occur in financial markets, and why online videos can gain millions of views in only a few hours.",この傾向は、ファッショントレンドが急速に広まる理由や、金融市場で投資バブルや突然の暴落が起こる理由、さらにはオンライン動画が数時間で何百万回も再生される理由を説明しています。,4
5,49_The Power of Imitation（2）,sentence_5_49_05,"Psychologists emphasize, however, that simply following the majority is not always wise, because it can prevent people from making independent decisions based on evidence or reason.",しかし心理学者たちは、ただ多数派に従うことが常に賢明とは限らないと強調しています。なぜなら、それは人々が証拠や理性に基づいた独立した判断を下すことを妨げる可能性があるからです。,5
5,49_The Power of Imitation（2）,sentence_5_49_06,"In other words, imitation can guide our choices in helpful directions, but it can also lead entire groups into serious mistakes when no one dares to question the crowd.",言い換えれば、模倣は私たちの選択を有益な方向へ導くこともありますが、誰も群衆に疑問を投げかけないとき、集団全体を深刻な誤りへと導くこともあるのです。,6
5,50_The Power of Imitation（3）,sentence_5_50_00,"　One famous experiment by psychologist Albert Bandura in the 1960s provided striking evidence of the power of imitation. In the experiment, children observed an adult hitting, kicking, and shouting at an inflatable toy known as the “Bobo doll.” Later, when the children were given the same toy to play with, many of them repeated the aggressive actions they had just seen. This demonstrated that people, especially children, do not learn only by receiving instructions or rules, but also by copying the behaviors of others around them.
　From early human history, imitation helped groups survive, as copying the successful hunting methods or food-gathering techniques of experienced members increased the chances of survival. Even in the modern world, the same instinct shapes behavior, such as when travelers choose the busiest restaurant in an unfamiliar city, assuming that many customers must mean good quality. Television programs, advertisements, and social media platforms take advantage of this tendency by showing large numbers of people enjoying a product or activity, thereby encouraging others to follow along. Imitation, therefore, continues to influence human behavior on a daily basis, often in ways we do not even notice.","　1960年代に心理学者アルバート・バンデューラが行った有名な実験は、模倣の力を強烈に示しました。この実験では、子どもたちが大人が膨らませた人形「ボボ人形」を叩いたり、蹴ったり、怒鳴ったりする様子を観察しました。その後、子どもたちに同じ人形を与えると、多くが見たばかりの攻撃的な行動を繰り返しました。これは、人間、特に子どもは、指示やルールを受け取ることだけで学ぶのではなく、周囲の他者の行動を真似ることによっても学ぶことを示しました。
　人類の初期の歴史においては、模倣は集団の生存を助けました。経験豊富な仲間の狩猟方法や採集技術を真似ることが、生き延びる可能性を高めたのです。現代社会においても、この本能は行動を形作ります。例えば、旅行者が知らない街で最も混んでいるレストランを選び、「多くの客がいるならきっと質が良いに違いない」と考えるときのように。テレビ番組、広告、そしてソーシャルメディアもまた、この傾向を利用しています。多くの人々がある商品や活動を楽しんでいる様子を示すことで、他の人々にも同じ行動を取るよう促すのです。したがって、模倣は今日においても、私たちの日常的な行動に影響を与え続けており、その多くは私たち自身が気づかないうちに働いているのです。",0
5,50_The Power of Imitation（3）,sentence_5_50_01,One famous experiment by psychologist Albert Bandura in the 1960s provided striking evidence of the power of imitation.,1960年代に心理学者アルバート・バンデューラが行った有名な実験は、模倣の力を強烈に示しました。,1
